field	filter	public_value	code	swedish	english	synonyms	ices_biology	ices_physical_and_chemical	bodc_nerc	darwincore	comments	source
sample_project_code		PROJ Undersökning av epibentisk fauna i Västerhavet	UEV	PROJ Undersökning av epibentisk fauna i Västerhavet	Monitoring of epibenthic fauna in the Skagerrak and Kattegatt seas							translate_PROJ
sample_project_code		PROJ Naturtypsbestämning enligt HUB	HUB	PROJ Naturtypsbestämning enligt HUB	Habitat determination Helcom Underwater Biotopes and habitats classification system HUB	Naturtypsbestämning kustvatten 2017						translate_PROJ
sample_project_code		PROJ Uppföljning naturtyper	UPP	PROJ Uppföljning naturtyper	Monitoring follow up habitats							translate_PROJ
sample_project_code		PROJ Utsjöbanksinventeringen	UTS	PROJ Utsjöbanksinventeringen	Outer sea bank mapping	U2 Dykinventering av utsjöbankar vid västkusten 2009-2010<or>U2 Dyktransektinventering på Svalan och Falkens grund i Bottenviken<or>U2 Hanöbukten Utklippan<or>U2 Svenska Björn<or>U2 UMF Dyk<or>U2 UMF Video<or>U2 Utgrundsinventeringen 2 Bottenhavet<or>U2 Video Sval Falk<or>U2 västkusten ROV<or>Utsjöbanksinventeringen<or>U2 Utgrundsinventeringen 2  Bottenhavet						translate_PROJ
sample_project_code		PROJ Vegetationsdata från yngelprovfiske	VEG	PROJ Vegetationsdata från yngelprovfiske	Vegetation data from spawn test fishing							translate_PROJ
sample_project_code		PROJ WATERS	WAT	PROJ WATERS	Waterbody Assessment Tools for Ecological Reference conditions and status in Sweden (WATERS)	Waters gradientstudie Östergötland kust vegetation<or>Waters<or>PROJ_WATERS<or>Mätkampanjen 2012 gradientstudier Östergötland Bottenfauna<or>Mätkampanjen 2012 gradientstudier Orust-Tjörn Bottenfauna<or>Waters gradientstudie Orust-Tjörn kust vegetation<or>Forskningsdata Waters Orust-Tjörn 2012<or>WATERS						translate_PROJ
sample_project_code		PROJ Världshavets Cirkulationsexperiment	WOC	PROJ Världshavets Cirkulationsexperiment	World Ocean Circulation Experiment	W. OCE. CIRC. PROJ.<or>PROJ_World_Ocean_Circulation_Experiment 						translate_PROJ
sample_project_code		PROJ Västra götaland pelagial mätkampanj	PMV	PROJ Västra götaland pelagial mätkampanj	Sampling campaign pelagic 2011 County Administration Board of Västra Götland	MÄTKAMP. PELAG. 2011<or>PROJ_Västra_götaland_pelagial_mätkampanj						translate_PROJ
sample_project_code		PROJ Östergötland Inre Kärrö	OST	PROJ Östergötland Inre Kärrö	Benthic survey of mussel cultivation effects							translate_PROJ
sample_project_code		PROJ Etableringsprogram Haparanda-Torneås kustvatten 2018-2019 BDK	HTX	PROJ Etableringsprogram Haparanda-Torneås kustvatten 2018-2019 BDK	Verification of recipient monitoring Haparanda-Torneå recipient monitoring Municipality of Norrbotten 2018-2019	Undersökning för programetablering i Haparanda-Torneås kustvatten 2018-2019						translate_PROJ
sample_project_code		PROJ Fiskeregleringar i marina skyddsområden	FMS	PROJ Fiskeregleringar i marina skyddsområden	Fisheries regulations in marine protected areas	Bratten SLU						translate_PROJ
sample_project_code		PROJ Återhämtning efter nedläggning av fiskodlingar vid Höga Kusten	FHK	PROJ Återhämtning efter nedläggning av fiskodlingar vid Höga Kusten	Recovery after closure of fish farms at Höga Kusten	Studie av återhämtning efter nedläggning av fiskodlingar vid Höga Kusten från 2020						translate_PROJ
sample_project_code		REG Askö	RAS	REG Askö	Regional monitoring Askö	intensiv Askö<or>REG. ÖVERV. ASKÖ<or>Regional övervakning i  Asköområdet, 2007-<or>Regional övervakning i Asköområdet						translate_PROJ
sample_project_code		REG Billerud RK	BIL	REG Billerud RK	Recipient monitoring of Billerud	BOTTENF. BILLERUD<or>REG_Billerud_RK						translate_PROJ
sample_project_code		REG Blekinge län	KLS	REG Blekinge län	Regional monitoring, The County Administration Board of Blekinge							translate_PROJ
sample_project_code		REG Blekinge SRK	BLK	REG Blekinge SRK	Coordinated recipient monitoring of Blekingekusten	REG. TRENDÖV. MJUKB. BLEKINGE<or>BLEK. KUSTK.PROG.<or>REG_Blekinge_SRK<or>RMÖ_Trendövervakning_Torhamn<or>Blekingekustens Vattenvårdsförbund<or>Blekingekustens Vattenvårdsförbund - test av enhuggsmetod 1997<or>BKVF<or>SRK Blekinge 2017-2022<or>SRK Blekinge 1989-2010						translate_PROJ
sample_project_code		REG Bohuskustens extra vårprovtagning	BEV	REG Bohuskustens extra vårprovtagning	Coordinated recipient monitoring of Bohuskusten,  extra spring sampling	Lst V G”taland<or>REG_Bohuskustens_extra_vårprovtagning						translate_PROJ
sample_project_code		REG Bohuskustens grunda vikar	BGV	REG Bohuskustens grunda vikar	Bohuskusten shallow bays	BOHUSK. G. VIK.<or>REG_Bohuskustens_grunda_vikar						translate_PROJ
sample_project_code		REG Bohuskustens KKP SRK	BOS	REG Bohuskustens KKP SRK	Coordinated recipient monitoring of Bohuskusten	BOHUSK.KONT.PROG.<or>BOHUSK. KONT. PROG.<or>BVVF<or>BOHUSK.KONT.PROG<or>REG_Bohuskustens_KKP_SRK<or>REG_OLST						translate_PROJ
sample_project_code		REG Bohuskustens KKP SRK fjordmodell 96	BOX	REG Bohuskustens KKP SRK fjordmodell 96	Coordinated recipient monitoring of Bohuskustens, extra fjord model -96	BOSAM EXT. FJORDM.<or>REG_Bohuskustens_KKP_SRK_fjordmodell_96 						translate_PROJ
sample_project_code		REG Bohuskustens KKP SRK götaälv extremflöde	BOG	REG Bohuskustens KKP SRK götaälv extremflöde	Coordinated recipient monitoring of Bohuskusten, extreme flows in the Göta älv.	GÖTAÄLV EXTR.FLÖDE<or>REG_Bohuskustens_KKP_SRK_götaälv_extremflöde						translate_PROJ
sample_project_code		REG Boliden RK	BOL	REG Boliden RK	Recipient monitoring of Boliden	Recipientkontroll Boliden<or>Recipientkontroll Boliden från 2015						translate_PROJ
sample_project_code		REG Bottniska viken	BOV	REG Bottniska viken	Bothnian bay	REG. BOTT.FAUNA BOTTN. VIK 1998<or>REG_Bottniska_viken<or>Regional Bottenfauna, Bottniska Viken från 1998<or>Regionala programmet Bottniska Viken från 2015						translate_PROJ
sample_project_code		REG Bureå RK	ACB	REG Bureå RK	Recipient monitoring of Bureå waste water plant	KONT. PROG. BUREÅ<or>REG_Bureå_RK						translate_PROJ
sample_project_code		REG Byske RK	ACY	REG Byske RK	Recipient monitoring of Byske waste water plant	KONT. PROG. BYSKE<or>REG_Byske_RK						translate_PROJ
sample_project_code		REG Dalälven SRK	DVF	REG Dalälven SRK	Coordinated recipient monitoring of Dalälven	SRK DALÄLV.VVF<or>DVVF<or>REG_Dalälven_SRK						translate_PROJ
sample_project_code		REG Domsjö RK	YDR	REG Domsjö RK	Recipient monitoring of Domsjö Factory AB	DOMSJÖ<or>RECIP.KONT. DOMSJÖ<or>REG_Domsjö_RK<or>Domsjö recipientkontr.						translate_PROJ
sample_project_code		REG Edsvikens miljökontrollprogram	EDV	REG Edsvikens miljökontrollprogram	The Edsviken monitoring program	EDSVIKEN MILJO KP<or>Edsviken marininventering 2014<or>REG_Edsvikens miljökontrollprogram<or>EDSVIKEN_MILJO_KP<or>Edsvikens miljökontrollprogram<or>Miljökontrollprogram för Edsviken						translate_PROJ
sample_project_code		REG Elleholm RK	ELL	REG Elleholm RK	Recipient monitoring of Elleholm	Elleholm_RK<or>Recipientkontroll Elleholm						translate_PROJ
sample_project_code		REG Figeholm RK	FIG	REG Figeholm RK	Recipient monitoring of Figeholm	Figeholm_RK						translate_PROJ
sample_project_code		REG Fiskodling Kalmar RK	FIK	REG Fiskodling Kalmar RK	Recipient monitoring of fishfarms in Kalmar	Fiskodlingar_Kalmar_RK<or>Recipientkontroll kring fiskodlingar, Kalmar						translate_PROJ
sample_project_code		REG Fiskodling Nätrafjärden RK	YNR	REG Fiskodling Nätrafjärden RK	Recipient monitoring of Nätrafjärden fishfarm	RECIP. KONT. NÄTRAFJÄRDEN<or>RECIP.KONT. NÄTRAFJÄRDEN<or>RECIP. KONT. OMNEFJÄRDEN<or>RECIP. KONT. ULLÅNGERSFJÄRDEN<or>YNR<or>YOF<or>YUF<or>REG_Fiskodling_Omne_Ullånger_Nätrafjärden_RK						translate_PROJ
sample_project_code		REG Fiskodling Omne RK	YOF	REG Fiskodling Omne RK	Recipient monitoring of Omne fishfarm	RECIP. KONT. NÄTRAFJÄRDEN<or>RECIP.KONT. NÄTRAFJÄRDEN<or>RECIP. KONT. OMNEFJÄRDEN<or>RECIP. KONT. ULLÅNGERSFJÄRDEN<or>YNR<or>YOF<or>YUF<or>REG_Fiskodling_Omne_Ullånger_Nätrafjärden_RK						translate_PROJ
sample_project_code		REG Fiskodling Omne Ullånger Nätrafjärden RK	OUN	REG Fiskodling Omne Ullånger Nätrafjärden RK	Recipient monitoring of Omne, Ullånger- and Nätrafjärden fishfarms							translate_PROJ
sample_project_code		REG Fiskodling Ullånger RK	YUF	REG Fiskodling Ullånger RK	Recipient monitoring of Ullånger fishfarm	RECIP. KONT. NÄTRAFJÄRDEN<or>RECIP.KONT. NÄTRAFJÄRDEN<or>RECIP. KONT. OMNEFJÄRDEN<or>RECIP. KONT. ULLÅNGERSFJÄRDEN<or>YNR<or>YOF<or>YUF<or>REG_Fiskodling_Omne_Ullånger_Nätrafjärden_RK						translate_PROJ
sample_project_code		REG Forsmark RK 	FOR	REG Forsmark RK 	Recipient monitoring of Forsmark nuclear power plant							translate_PROJ
sample_project_code		REG Fållnäsviken RK	ABF	REG Fållnäsviken RK	Recipient monitoring, Fållnäsviken							translate_PROJ
sample_project_code		REG Gotland	ILS	REG Gotland	Regional monitoring Gotland	REG. ÖVERV. GOTLAND<or>REG_Gotland<or>Regionalt kluster Gotland, 2007-<or>Regional övervakning Gotland-<or>Regional övervakning Gotland: Slite, Fårösund och Klintehamn, 2016-<or>Regional övervakning Gotland						translate_PROJ
sample_project_code		REG Granfjärden	ABG	REG Granfjärden	Monitoring program for Granfjärden 							translate_PROJ
sample_project_code		REG Gullmarns KP	GKP	REG Gullmarns KP	The Gullmarsfjord monitoring program	GULLM. KONT.PROG.<or>REG_Gullmarns_KP						translate_PROJ
sample_project_code		REG Gästriklands kustvatten SRK	GBU	REG Gästriklands kustvatten SRK	Coordinated recipient monitoring of Gästrikland	BOTTENF. GÄVLEBORG<or>SRK GÄSTR. VVF<or>GÄVLEB. KUSTK.PROG.<or>RECIP.KONT GÄVLE FJÄRDAR<or>RECIP.KONT NORRSUNDS BRUK<or>RECIP.KONT YTTRE FJ.<or>REG_Gästriklands_kustvatten_SRK						translate_PROJ
sample_project_code		REG Gästriklands kustvatten SRK pelagisk verifikation	GAK	REG Gästriklands kustvatten SRK pelagisk verifikation	Coordinated recipient monitoring of Gästrikland, pelagic verification	PELAG. VERIF. XLST<or>REG_Gästriklands_kustvatten_SRK_pelagisk_verifikation						translate_PROJ
sample_project_code		REG Gävleborgs län	XLS	REG Gävleborgs län	Regional monitoring, The County Administration Board of Gävleborg	Miljöövervakning X-län 2014<or>Vegetationsklädda bottnar i Gävleborgs läns kustvatten - Trendövervakning 2016						translate_PROJ
sample_project_code		REG Hallands KVK	HAL	REG Hallands KVK	Coordinated recipient monitoring of Halland	HAL, MAKROF. MJUKB. VÄSTERHAV.<or>HAL. KUSTK. PROG.<or>HAL BOTTENF.<or>SÖDRA MELLERSTA HALLANDS KUSTVATTEN<or>NORRA MELLERSTA HALLANDS KUSTVATTEN<or>KLOSTERFJORDEN<or>Hallands_KVK<or>KYRKEFJÄLLS SUND<or>RISÖ-SÄRÖARKIPELAGEN<or>VARREN<or>ÖCKERÖSUND<or>REG_Hallands_KVK<or>Hallands kuskontrollprogram<or>REG Hallands KVK, REG Hallands KVK<or>Hallands kustkontrollprogram<or>Övervakning av vegetationsklädda hårdbottnar längs hallandskusten, Hallands kustvattenkontroll 2010-2012<or>Övervakning av vegetationsklädda hårdbottnar längs hallandskusten, Hallands kustvattenkontroll 2010-2013<or>Halmstad tipplats						translate_PROJ
sample_project_code		REG Halland Lilla Middelgrund	MID	REG Halland Lilla Middelgrund	Coordinated recipient monitoring of Halland Lilla Middelgrund	Lilla Middelgrund 2013						translate_PROJ
sample_project_code		REG Hallands län	NLS	REG Hallands län	Regional monitoring, The County Administration Board of Halland	Inventering i Halland 2008<or>Halland kustinventering 2007<or>Undersökning av marin bottenfauna i 11 st vattenförekomster längs Hallandskusten 2012<or>Undersökning av marin bottenfauna i naturreservatet Kungsbackafjorden<or>Inventering Halland augusti 2006<or>LAHOLMSBUKTEN<or>Undersökning av marin bottenfauna i naturreservatet Kungsbackafjorden 2012<or>Fladen 2013<or>Nidingen 2013<or>VENDELSÖARKIPELAGEN<or>REG Halland Vändelsöarna<or>REG Halland Vendelsöarna<or>Norra Halland Utsjö<or>Inventering Halland augusti 2006<or>Lerkil<or>Ringhals kärnkraftverk						translate_PROJ
sample_project_code		REG Hallsta RK	HAR	REG Hallsta RK	Recipient monitoring of Hallsta	Recipientunderökning Hallsta Pappersbruk 2011<or>Recipientkontroll Hallsta Pappersbruk<or>Analystjänster Hallsta Pappersbruk 2021						translate_PROJ
sample_project_code		REG Helsingborg KKP	HEL	REG Helsingborg KKP	Coordinated recipient monitoring of Helsingborg	Helsingborgs kustkontrollprogram - bottenfauna						translate_PROJ
sample_project_code		REG Hammarviken RK	ABU	REG Hammarviken RK	Recipient monitoring, Hammarviken							translate_PROJ
sample_project_code		REG Holmen	ABH	REG Holmen	Recipient monitoring of Holmen							translate_PROJ
sample_project_code		REG Himmerfjärden	HIM	REG Himmerfjärden	Recipient monitoring of Himmerfjärden							translate_PROJ
sample_project_code		REG Holmöreservatet	HOL	REG Holmöreservatet	Monitoring program for the Holmö Sanctuary	AC-Län<or>kontrollprogram Holmöreservatet<or>ACLAN KONTPROG HOLMÖ<or>REG_Holmö_reservatet<or>REG Holmö reservatet<or>Linjetaxering av akvatisk makrovegetation vid Holmöarnas naturreservat 2010<or>Holmöarna<or>Trendövervakning vid Holmöarna i Västerbottens län<or>Trendövervakning av fastsittande vegetation vid Holmöarna 2012<or>Trendövervakning Holmöarna 2008<or>Linjetaxering av akvatisk makrovegetation vid Holmöarnas naturreservat 2009<or>REG Holmöreservatet, 2004, 2007.<or>Trendövervakning vid Holmöarna i Västerbottens län, 2004, 2007.<or>Holmöarna, Västerbottens län, 2011 - Marin vegetationsinventering<or>Holmöarna, Västerbottens län, 2013 - Marin vegetationsinventering						translate_PROJ
sample_project_code		REG Husum RK	YHR	REG Husum RK	Recipient monitoring of Husum	HUSUM<or>RECIP. KONT. HUSUM<or>REG_Humus_RK						translate_PROJ
sample_project_code		REG Höganäs kommun RK	HKRK	REG Höganäs kommun RK	Recipient monitoring Höganäs municipality 							translate_PROJ
sample_project_code		REG Hörnefors RK	ACH	REG Hörnefors RK	Recipient monitoring of Hörnefors waste water plant	KONT. PROG. HÖRNEFORS<or>REG_Hörnefors_RK						translate_PROJ
sample_project_code		REG Västra Hanöbukten RK	VHRK	REG Västra Hanöbukten RK	Recipient monitoring of Västra Hanöbukten	Bottenfaunaundersökningar i Västra Hanöbukten 2017-2022<or>SRK Västra Hanöbukten 2017-2022						translate_PROJ
sample_project_code		REG Iggesund RK	IGG	REG Iggesund RK	Recipient monitoring of Iggesunds factory	RECIP.KONT IGGESUND<or>REG_Iggesund_RK						translate_PROJ
sample_project_code		REG Kalmar KVK	KAL	REG Kalmar KVK	Coordinated recipient monitoring of Kalmar	REG. TRENDÖV. MJUKB. KALMAR<or>KALMAR KUSTK. PROG.<or>REG_Kalmar_KVK<or>Samordnad kustvattenkontroll i Kalmar län<or>Samordnad kustvattenkontroll i Kalmar län, utökad provtagning 2010<or>Kalmar_läns_kustvatten_SRK<or>Recipientkontroll i Kalmar län<or>a_Samordnad kustvattenkontroll i Kalmar län, mjukbottenkluster 2016-<or>SRK Kalmar län, mjukbottenkluster 2016-						translate_PROJ
sample_project_code		REG Kalmar län	HLS	REG Kalmar län	Regional monitoring, The County Administration Board of Kalmar	a_Regional miljöövervakning mjukbotten Kalmar län, 2016- <or> Regional MÖ Kalmar län, 2016-						translate_PROJ
sample_project_code		REG Kiviks Musteri RK	KMRK	REG Kiviks Musteri RK	Recipient monitoring Kiviks Musteri							translate_PROJ
sample_project_code		REG Kungsbackafjorden	KFJ	REG Kungsbackafjorden	Monitoring program for Kungsbackafjorden 	Bottenfaunaundersökningar i Kungsbackafjorden<or>KUNGSBACKAFJ<or>UPPFÖLJ. KUNGSB. FJORD.<or>Bottenfaunaundersökningar i Kungsbackafjorden						translate_PROJ
sample_project_code		REG Kåge RK	ACK	REG Kåge RK	Recipient monitoring of Kåge waste water plant	KONT. PROG. KÅGE<or>REG_Kåge_RK						translate_PROJ
sample_project_code		REG Laholmsbukten	LAH	REG Laholmsbukten	Monitoring program for Laholmsbukten							translate_PROJ
sample_project_code		REG Länsstyrelsernas särskilda åtgärdsprojekt	SAP	REG Länsstyrelsernas särskilda åtgärdsprojekt	The County boards special action project							translate_PROJ
sample_project_code		REG Marum och Ösbyfjärden	ABM	REG Marum och Ösbyfjärden	Recipient monitoring of Marum and Ösbyfjärden							translate_PROJ
sample_project_code		REG Motala ströms SRK	MSV	REG Motala ströms SRK	Coordinated recipient monitoring of Motala ström	RECIP. KONT. MOTALA<or>MOTALA STR. VATTENVF.<or>REG_Motala_ströms_SRK<or>MSVVF						translate_PROJ
sample_project_code		REG Mätkampanj	MAT	REG Mätkampanj	Measurement campaign	Mätkampanj 2009, Gävleborgs län, Gävlebukten<or>Mätkampanj 2009, Uppsala län, Östhammar<or>Mätkampanj Askeröfjorden till Marstrandsskärgården<or>Mätkampanj Gullmarsfjorden<or>Mätkampanj Karlskrona 2009<or>Mätkampanj makroalger i Skåne 2009<or>Mätkampanj makrofyter 2009 i Hallands län<or>Mätkampanj vegetationsklädda bottnar i Östergötland 2009<or>Mätkampanjen 2012 gradientstudier Orust-Tjörn Bottenfauna<or>Västra_götaland_pelagial_mätkampanj<or>Mätkampanjen 2012 gradientstudier Östergötland Bottenfauna<or>NV mätkampanj i pelagialen						translate_PROJ
sample_project_code		REG Nedre ångermanälven SRK	YNA	REG Nedre ångermanälven SRK	Coordinated recipient monitoring of Nedre Ångermanälven	NEDR. ÅNGERMAN. SRK<or>ÅNGERMANÄLVEN 2007<or>REG_Nedre_ångermanälven_SRK						translate_PROJ
sample_project_code		REG Nacka Lokal miljöövervakning	ABK	REG Nacka Lokal miljöövervakning	Regional monitoring Nacka							translate_PROJ
sample_project_code		REG Nordmalingsfjärden SRK	ACN	REG Nordmalingsfjärden SRK	Coordinated recipient monitoring of Nordmalingsfjärden	SRK NORDMALING<or>REG_Nordmalingsfjärden_SRK						translate_PROJ
sample_project_code		REG Nordvästskånes kustvattenkommitté SRK	SKL	REG Nordvästskånes kustvattenkommitté SRK	Coordinated recipient monitoring of Nordvästra skåne	SKÄL.-LAH. KUSTK.PROG.<or>REG_Nordvästskånes_kustvattenkommitté_SRK<or>Nordvästskånes kustvattenkommitté (NVSKK) 2000 och framåt<or>Nordvästskånes kustvattenkommitté (NVSKK) t o m 1999						translate_PROJ
sample_project_code		REG Nordöstra Hälsinglands kustvatten SRK	NHV	REG Nordöstra Hälsinglands kustvatten SRK	Coordinated recipient monitoring of NE Hälsingland	SRK NÖ. HÄLS. VVF<or>RECIP.KONT HUDIK. GÅRDSFJ.<or>NHV<or>REG_Nordöstra_Hälsinglands_kustvatten_SRK<or>X-län - NO Hälsingland 2012 - Recipientkontroll kustvatten makrofyter						translate_PROJ
sample_project_code		REG Norrbottens län	BDK	REG Norrbottens län	Coordinated recipient monitoring of Norrbotten	SAM. SRK BD<or>Kompletterande program Norrbotten från 2010<or>REG_Norrbottens_län<or>BD-län 2016<or>PROJ Vegetationsinventering Sandskär och Seskar-Furö, Haparanda<or>PROJ Dykinventering i Råneå och Haparanda						translate_PROJ
sample_project_code		REG Norrbottenkusten Kalix SRK	NKS	REG Norrbottenkusten Kalix SRK	Coordinated recipient monitoring of Norrbotten (Kalix)	Samordnat recipientkontrollprogram för Norrbottenskusten - Kalix<or>REG Norrbottenskusten Kalix						translate_PROJ
sample_project_code		REG Norrbottenkusten Luleå SRK	NKL	REG Norrbottenkusten Luleå SRK	Coordinated recipient monitoring of Norrbotten (Luleå)	MÖ Makrovegetation Råneå skärgård<or>MÖ Makrovegetation Råneå skärgård 2007<or>Recipientkontroll SSAB<or>REG Norrbottenskusten Luleå						translate_PROJ
sample_project_code		REG Norrbottenkusten Piteå SRK	NKP	REG Norrbottenkusten Piteå SRK	Coordinated recipient monitoring of Norrbotten (Piteå)	BOTTENF. PITEÅ<or>Samordnat recipientkontrollprogram för Norrbottenskusten - Piteå<or>REG Norrbottenskusten Piteå						translate_PROJ
sample_project_code		REG Norrsundetsbruk RK	NOB	REG Norrsundetsbruk RK	Recipient monitoring of Norrsundetsbruk	Linjetaxering av akvatisk makrovegetation i recipienten till Norrsundets Bruk						translate_PROJ
sample_project_code		REG Norrtäljes kommun RK	ABN	REG Norrtäljes kommun RK	Recipient monitoring of the Municipality of Norrtälje	Årlig recipientkontroll i Norrtälje kommun 2014<or>Årlig recipientkontroll i Norrtälje kommun 2013<or>Norrtäljeviken som recipient åt Lindhomlens ARV?<or>Recipientkontroll Norrtälje kommun						translate_PROJ
sample_project_code		REG Norviksfjärden RK	ABA	REG Norviksfjärden RK	Recipient monitoring, Norviksfjärden							translate_PROJ
sample_project_code		REG Nyköpings fjärdar RK	DNF	REG Nyköpings fjärdar RK	Recipient monitoring in the bays of Nyköping							translate_PROJ
sample_project_code		REG Ospecificerat	RXX	REG Ospecificerat	Unspecified regional monitoring 	RMÖ_Kartering_referensområden						translate_PROJ
sample_project_code		REG Ospecificerad RK	XRK	REG Ospecificerad RK	Unspecified recipient monitoring 	Lerkil utsläppspunkt reningsverk<or>Inventering, uppföljning reningsverk						translate_PROJ
sample_project_code		REG Oxelösund SRK	DOX	REG Oxelösund SRK	Coordinated recipient monitoring of Oxelösund							translate_PROJ
sample_project_code		REG Råneåfjärden KK BDlän	RNE	REG Råneåfjärden KK BDlän	Regional monitoring Råneåfjärden KK BDlän							translate_PROJ
sample_project_code		REG Skatan RK	YSR	REG Skatan RK	Recipient monitoring of Skatan	REG_Skatan_RK						translate_PROJ
sample_project_code		REG Skellefteälven SRK	ACS	REG Skellefteälven SRK	Coordinated recipient monitoring of Skellefteälven	SRK SKELLEFT. ÄLV<or>URS<or>REG_Skellefteälven_SRK<or>Statusbedömning av Skelleftehamnsfjärden 2007						translate_PROJ
sample_project_code		REG Skåne län	MLS	REG Skåne län	Regional monitoring, The County Administration Board of Skåne	Nord Helsingborg 2022						translate_PROJ
sample_project_code		REG Stockholm vatten SRK	STV	REG Stockholm vatten SRK	Recipient monitoring of Stockholm	Stockholm Vatten<or>REG. ÖVERV. STOCKHOLM<or>REG_Stockholm_vatten_SRK						translate_PROJ
sample_project_code		REG Stockholms län	ALS	REG Stockholms län	Regional monitoring, The County Administration Board of Stockholm	Regional övervakning Stockholms län, 2007-<or>Regional övervakning Stockholm län, 2016-<or>Regional övervakning Stockholms län 2016-<or> Regional övervakning Stockholms län						translate_PROJ
sample_project_code		REG Sundsvallsbuktens SRK	YSB	REG Sundsvallsbuktens SRK	Coordinated recipient monitoring of Sundsvallsbukten	SRK SUNDSVALLSB. VVF<or>REG_Sundsvallsbuktens_SRK						translate_PROJ
sample_project_code		REG Svealands KKP synoptiska karteringar	SVF	REG Svealands KKP synoptiska karteringar	Coordinated recipient monitoring of Svealand	SKVVF.SYNOPT<or>REG_Svealands_KKP_synoptiska_karteringar						translate_PROJ
sample_project_code		REG Sydkustens SRK	SYD	REG Sydkustens SRK	Coordinated recipient monitoring of Sydkusten	SYDK. KUSTK.PROG.<or>REG_Sydkustens_SRK<or>Kontrollprogram Sydkusten						translate_PROJ
sample_project_code		REG Södermanlands län	DLS	REG Södermanlands län	Regional monitoring, The County Administration Board of Södermanland	Regional övervakning Södermanland 2016-<or>Regional övervakning Södermanland						translate_PROJ
sample_project_code		REG Södra Hälsinglands kustvatten SRK	LVX	REG Södra Hälsinglands kustvatten SRK	Coordinated recipient monitoring of S Hälsingland	LJUSNAN-VOXNAN<or>SRK LJUSN.-VOX. VVF.<or>RECIP.KONT LJUSNEFJÄRDEN<or>RECIP.KONT SÖDERHFJ.<or>REG_Södra_Hälsinglands_kustvatten_SRK<or>X-län - Södra Hälsingland 2012- Recipientkontroll Kustvatten Makrofyter. <or>X-län - Södra Hälsingland - Recipientkontroll Kustvatten Makrofyter.<or>Ljusnan Voxnan						translate_PROJ
sample_project_code		REG Sölvesborgs hamn deponering RK	SOH	REG Sölvesborgs hamn deponering RK	Recipient monitoring of Sölvesborgs port	Sölvesborg_ytterhamn_deponeringsplats_SWSöderholmen_RK<or>Sölvesborgs ytterhamn och deponeringsplatsen SW Söderholmen, recipientkontroll.						translate_PROJ
sample_project_code		REG Torne- och Kalix älvars vattenvårdsförbund SRK	TKV	REG Torne- och Kalix älvars vattenvårdsförbund SRK	Coordinated recipient monitoring of Torne- and Kalixälven	REG_Torne_Kalixälvens_SRK						translate_PROJ
sample_project_code		REG Täby kommun RK	ABT	REG Täby kommun RK	Recipient monitoring of the Municipality of Täby	Sjöundersökningar i Täby kommun  2013<or>Sjöundersökningar i Täby kommun  2014<or>Vattenundersökningar i Täby						translate_PROJ
sample_project_code		REG Täfteå RK	ACT	REG Täfteå RK	Recipient monitoring of Täfteå waste water plant  	KONT. PROG. TÄFTEÅ<or>REG_Täfteå_RK						translate_PROJ
sample_project_code		REG Ume och Vindelälvens SRK	ACU	REG Ume och Vindelälvens SRK	Coordinated recipient monitoring of Ume- and Vindelälven	UME. VINDELÄLVEN<or>SRK.UME.VIND<or>REG_Ume_och_Vindelälvens_SRK<or>REG Ume och vindelälvens SRK						translate_PROJ
sample_project_code		REG Vindkraft Lillgrund RK	VLI	REG Vindkraft Lillgrund RK	Recipient monitoring of windpower Lillgrund	Kontrollprogram vindkraft Lillgrund						translate_PROJ
sample_project_code		REG Väröbruk RK	VAB	REG Väröbruk RK	Recipient monitoring of Väröbruk	REG_Väröbruk_RK						translate_PROJ
sample_project_code		REG Västernorrlands län	YRM	REG Västernorrlands län	Regional monitoring, County Administration Board of Västernorrland	UTÖK. ÖVERV. SUNDSVALL-HÄRNÖSAND<or>REG. ÖVERV. VÄSTERNORRLAND<or>REG_Västernorrlands_län<or>Y-län - Marin dykinventering 2016, Byviken, Härnösand<or>Y-län - Marin dykinventering 2016, Lerviken, Härnösand						translate_PROJ
sample_project_code		REG Västra Götalands län	VGL	REG Västra Götalands län	Regional monitoring, County Administration Board of Västra Götaland							translate_PROJ
